t0,tf,angulo,delay_real,delay_ideal,jitter
283770577,283774984,90,4407,4166.666666666667,240.33333333333303
283779732,283784164,90,4432,4166.666666666667,265.33333333333303
283787225,283791631,90,4406,4166.666666666667,239.33333333333303
283796391,283800797,90,4406,4166.666666666667,239.33333333333303
283803885,283808290,90,4405,4166.666666666667,238.33333333333303
283813060,283817467,90,4407,4166.666666666667,240.33333333333303
283829718,283834153,90,4435,4166.666666666667,268.33333333333303
283837196,283841601,90,4405,4166.666666666667,238.33333333333303
283846383,283850789,90,4406,4166.666666666667,239.33333333333303
283853845,283858250,90,4405,4166.666666666667,238.33333333333303
283863038,283867445,90,4407,4166.666666666667,240.33333333333303
283870505,283874911,90,4406,4166.666666666667,239.33333333333303
283879692,283884124,90,4432,4166.666666666667,265.33333333333303
283887166,283891572,90,4406,4166.666666666667,239.33333333333303
283896352,283900758,90,4406,4166.666666666667,239.33333333333303
283903815,283908220,90,4405,4166.666666666667,238.33333333333303
283913007,283917413,90,4406,4166.666666666667,239.33333333333303
283920477,283924883,90,4406,4166.666666666667,239.33333333333303
283929664,283934070,90,4406,4166.666666666667,239.33333333333303
283937132,283941536,90,4404,4166.666666666667,237.33333333333303
283946328,283950733,90,4405,4166.666666666667,238.33333333333303
283953792,283958197,90,4405,4166.666666666667,238.33333333333303
283962982,283967389,90,4407,4166.666666666667,240.33333333333303
283970453,283974860,90,4407,4166.666666666667,240.33333333333303
283979639,283984045,90,4406,4166.666666666667,239.33333333333303
283987109,283991515,90,4406,4166.666666666667,239.33333333333303
283996299,284000705,90,4406,4166.666666666667,239.33333333333303
284003766,284008172,90,4406,4166.666666666667,239.33333333333303
284012960,284017392,90,4432,4166.666666666667,265.33333333333303
284020435,284024842,90,4407,4166.666666666667,240.33333333333303
284029616,284034023,90,4407,4166.666666666667,240.33333333333303
284037082,284041496,90,4414,4166.666666666667,247.33333333333303
284046278,284050709,90,4431,4166.666666666667,264.33333333333303
284053754,284058159,90,4405,4166.666666666667,238.33333333333303
284062932,284067340,90,4408,4166.666666666667,241.33333333333303
284070408,284074814,90,4406,4166.666666666667,239.33333333333303
284079599,284084005,90,4406,4166.666666666667,239.33333333333303
284087056,284091461,90,4405,4166.666666666667,238.33333333333303
284096249,284100654,90,4405,4166.666666666667,238.33333333333303
284103726,284108132,90,4406,4166.666666666667,239.33333333333303
284112901,284117308,90,4407,4166.666666666667,240.33333333333303
284120386,284124793,90,4407,4166.666666666667,240.33333333333303
284129564,284133970,90,4406,4166.666666666667,239.33333333333303
284137035,284141440,90,4405,4166.666666666667,238.33333333333303
284146224,284150630,90,4406,4166.666666666667,239.33333333333303
284153697,284158102,90,4405,4166.666666666667,238.33333333333303
284162881,284167286,90,4405,4166.666666666667,238.33333333333303
284170351,284174765,90,4414,4166.666666666667,247.33333333333303
284179542,284183957,90,4415,4166.666666666667,248.33333333333303
284187011,284191447,90,4436,4166.666666666667,269.33333333333303
284196197,284200602,90,4405,4166.666666666667,238.33333333333303
284203684,284208089,90,4405,4166.666666666667,238.33333333333303
284212855,284217291,90,4436,4166.666666666667,269.33333333333303
284220336,284224742,90,4406,4166.666666666667,239.33333333333303
284229511,284233917,90,4406,4166.666666666667,239.33333333333303
284236981,284241386,90,4405,4166.666666666667,238.33333333333303
284246170,284250576,90,4406,4166.666666666667,239.33333333333303
284253648,284258054,90,4406,4166.666666666667,239.33333333333303
284262837,284267244,90,4407,4166.666666666667,240.33333333333303
284270297,284274702,90,4405,4166.666666666667,238.33333333333303
284279487,284283893,90,4406,4166.666666666667,239.33333333333303
284286958,284291363,90,4405,4166.666666666667,238.33333333333303
284296147,284300553,90,4406,4166.666666666667,239.33333333333303
284303621,284308032,90,4411,4166.666666666667,244.33333333333303
284312800,284317232,90,4432,4166.666666666667,265.33333333333303
284320274,284324681,90,4407,4166.666666666667,240.33333333333303
284329461,284333868,90,4407,4166.666666666667,240.33333333333303
284336933,284341339,90,4406,4166.666666666667,239.33333333333303
284346124,284350530,90,4406,4166.666666666667,239.33333333333303
284353591,284358001,90,4410,4166.666666666667,243.33333333333303
284362778,284367184,90,4406,4166.666666666667,239.33333333333303
284370246,284374651,90,4405,4166.666666666667,238.33333333333303
284379435,284383842,90,4407,4166.666666666667,240.33333333333303
284386907,284391313,90,4406,4166.666666666667,239.33333333333303
284396097,284400528,90,4431,4166.666666666667,264.33333333333303
284403571,284407983,90,4412,4166.666666666667,245.33333333333303
284412751,284417158,90,4407,4166.666666666667,240.33333333333303
284420220,284424627,90,4407,4166.666666666667,240.33333333333303
284429411,284433817,90,4406,4166.666666666667,239.33333333333303
284436882,284441318,90,4436,4166.666666666667,269.33333333333303
284446066,284450471,90,4405,4166.666666666667,238.33333333333303
284453537,284457948,90,4411,4166.666666666667,244.33333333333303
284462735,284467142,90,4407,4166.666666666667,240.33333333333303
284470192,284474597,90,4405,4166.666666666667,238.33333333333303
284479390,284483827,90,4437,4166.666666666667,270.33333333333303
284486870,284491275,90,4405,4166.666666666667,238.33333333333303
284496055,284500487,90,4432,4166.666666666667,265.33333333333303
284503529,284507939,90,4410,4166.666666666667,243.33333333333303
284512700,284517106,90,4406,4166.666666666667,239.33333333333303
284520167,284524573,90,4406,4166.666666666667,239.33333333333303
284529358,284533765,90,4407,4166.666666666667,240.33333333333303
284536832,284541268,90,4436,4166.666666666667,269.33333333333303
284546018,284550423,90,4405,4166.666666666667,238.33333333333303
284553488,284557899,90,4411,4166.666666666667,244.33333333333303
284562684,284567091,90,4407,4166.666666666667,240.33333333333303
284579330,284583737,90,4407,4166.666666666667,240.33333333333303
284586819,284591254,90,4435,4166.666666666667,268.33333333333303
284595997,284600402,90,4405,4166.666666666667,238.33333333333303
284603477,284607885,90,4408,4166.666666666667,241.33333333333303
284612646,284617051,90,4405,4166.666666666667,238.33333333333303
284620136,284625519,90,5383,4166.666666666667,1216.333333333333
284629311,284633726,90,4415,4166.666666666667,248.33333333333303
284636790,284641195,90,4405,4166.666666666667,238.33333333333303
284645956,284650362,90,4406,4166.666666666667,239.33333333333303
284653449,284657861,90,4412,4166.666666666667,245.33333333333303
284662616,284667054,90,4438,4166.666666666667,271.33333333333303
284670117,284674553,90,4436,4166.666666666667,269.33333333333303
284679268,284683675,90,4407,4166.666666666667,240.33333333333303
284686763,284691168,90,4405,4166.666666666667,238.33333333333303
284695928,284700343,90,4415,4166.666666666667,248.33333333333303
284703420,284707832,90,4412,4166.666666666667,245.33333333333303
284712587,284716993,90,4406,4166.666666666667,239.33333333333303
284720085,284724517,90,4432,4166.666666666667,265.33333333333303
284729249,284733694,90,4445,4166.666666666667,278.33333333333303
284736753,284741159,90,4406,4166.666666666667,239.33333333333303
284745909,284750315,90,4406,4166.666666666667,239.33333333333303
284753398,284757806,90,4408,4166.666666666667,241.33333333333303
284762563,284766969,90,4406,4166.666666666667,239.33333333333303
284770054,284774460,90,4406,4166.666666666667,239.33333333333303
284779217,284783622,90,4405,4166.666666666667,238.33333333333303
284786713,284791127,90,4414,4166.666666666667,247.33333333333303
284795876,284800282,90,4406,4166.666666666667,239.33333333333303
284803375,284807781,90,4406,4166.666666666667,239.33333333333303
284812542,284816948,90,4406,4166.666666666667,239.33333333333303
284820027,284824434,90,4407,4166.666666666667,240.33333333333303
284829197,284833603,90,4406,4166.666666666667,239.33333333333303
